label,review
어바웃타임,"최고로 행복했던 영화. 극 초반엔 시간여행을 사랑에 쓰는커플의 모습이 사랑스러웠고, 후반부에는 주인공의 아버지가 억지로 눈물을 쥐어짜지 않고도 진한 감동을 선사해주었다."
어바웃타임,가족의 사랑을 뭉클하게 표현한 영화
어바웃타임,흘러가는 시간 속에서 소중함을 계속 붙잡을 수 있다면
어바웃타임,시간을 이겨내는 화면의 미학.
어바웃타임,아버지와 아들과의 대화에서 그만 눈물이 나와버렸다 아들을 향한 그 아버지의 사랑이 너무도 잘 표현돠고 공감이 가는것은 이미 내가 그 아버지의 위치에 있기 때문인가? 영화가 끝나고도 잔잔한 감동이 가슴에 남는 그런 영화다
어바웃타임,강추! 너무 좋은 영화네요..
어바웃타임,굿입니다. 재개봉 감사합니다.
어바웃타임,기대했던 것만큼은 아니었다. 모두가 처음부터 행복하게 시작했다... 그러나 보는 내내 기분 좋았다. 음악도 머릿속에 맴돈다.
어바웃타임,6번 봤다. 7번째는 어디서 볼까?
어바웃타임,코믹하면서도 인생의 맛이 느껴지는 영화였습니다
어바웃타임,"운명을 잡는 것은 시간을 돌리는 것이 아니라, 현재에 집중하는 것이다."
어바웃타임,20번도 또 봤는데 친구가 보러가자할때 한치의 고민도 없이 보러나오게 만드는 영화예요ㅎㅎ 보는동안 정말 마음이 따뜻해졌습니다!
어바웃타임,다시보고싶은영화. 가족의사랑이느껴지는!
어바웃타임,너무 좋음... 내가 연애하는 기분?
어바웃타임,스토리 너무 좋았어요~~^^*아름다운영화였어요~~!
어바웃타임,이거고저거고 간에 많이 생각하게 해주는 영화
어바웃타임,최고에요~~짱짱 내인생최고의영화
어바웃타임,사랑으로 시작해서 사랑으로 끝나는 영화
어바웃타임,:) 겨울 한 해 마무리 하면서 꼭 봐야하는 영화 !! 마음이 따뜻해져요
어바웃타임,최고에요. Ost도너무좋고ㅠㅠ
어바웃타임,ㅠㅠ 보고깨닫게되는것들이많은영화에요
어바웃타임,영화관에서 볼 수 있어서 감사하다
어바웃타임,되돌아볼수있는 영화였다. 좋은영화
어바웃타임,잔잔한영화 연인과 함께보면 너무나 즐거운영화
어바웃타임,이런 영화를 봐야한다. 레이첼 맥아담스의 주옥같은 연기
어바웃타임,다시봐도 흐믓하고 따뜻한 영화다
어바웃타임,재밌어요. 감동적이기도 하그요
어바웃타임,우리의 현실에 시간여행 이란 없다... 그렇기에 지금에 현실을 더 뜨겁게 용기내고 표현하고 상처받고 무엇보다 두려워 하지 말아야 한다.... 정말 우리는 많은 두려움과 생각 때문에 많은 것을 놓친다..
어바웃타임,영화 자체는 다시 봐도 명작임에 틀림없다. 단지 극중 아버지가 내 아버지와는 너무나도 다르게 현명하고 센스 넘치면서 자식애도 강하다는것. 나도 저런 아버지가 내 진짜 아버지였다면.. 주인공 너무 부럽네
어바웃타임,중간중간 불호포인트가 많은데도 미워할 수 없는 영화... 최근에 자극적인 영화들만 보다가 이렇게 따뜻한 영화보니 기분이 좋았어요
어바웃타임,좋았다 나무랄 게 없었다...하지만 어렸을때 너무 좋게 봤던 기억이 있었는데 늙어서 일까? 10여년이 지난 나는 다른 사람이 된 건지 좋았고 나무랄 게 없었지만 10여년 전만큼 좋지는 못했다 그래도 OST는 감동을 불러일으키기에 충분했으며 2013년의...
어바웃타임,제인생에 가장기억남는 영화중 하나입니다.!
어바웃타임,이런영화는다시없을것같아요...
어바웃타임,인생 최고의 영화! 재개봉하는 순간만을 기다렸습니다. 또 재개봉하면 또 볼겁니다.
어바웃타임,누군가의 하루가 궁금해지고 감정이 궁금해지게 햐는 영화
어바웃타임,주어진 시간의 소중함을 깨닫다.
어바웃타임,재밌게잘봤어요~ 여러번봐도 감동이...
어바웃타임,소소한 행복을담고잇으면서도 감동을주는 영화엿던거같다
어바웃타임,개봉 후에 계속 보고 싶다가 케이블에서 해준 것도 못 봐서 아쉬웠는데. 이번 재개봉에 볼 수 있어서 좋았어요. 즐겁게 다정하게 살아야지 돌아오는 내내 되뇌었네요!
어바웃타임,잔잔하면서도 감동이 있는 영화.
어바웃타임,ㅎㅎ 저도 저런경험해보고싶을만큼재밋습니다
어바웃타임,역시 영화는 영화관에서 봐야하나봐요넷x에서 볼땐 그저 그랬는데 펑펑 울고 왔네요인생영화인데엔 이유가 있는 거 같아요
어바웃타임,정말 좋아해 아껴보고 싶은 영화입니다. 오늘도 내일도 행복한 하루 보내시길 바랍니다.
어바웃타임,보는 내내 행복한 영화네요:)
어바웃타임,굿굿굿 일몬~도 결혼식장면 넘 멋졌음
어바웃타임,말이필요없는아름다운인생을돌아보게만든영화
어바웃타임,"이 영화를 이제서야 보게 되었습니다 .여주가 매우 사랑스러워,푹 빠졌네요.영화가 아름답고,뭉클했습니다.메세지도 확실해서 좋았습니다.잘봤습니다:)"
어바웃타임,몇 일간이였지만 삶에 태도를 바꿔줬으니 .. 최고
어바웃타임,단순한 로맨스 영환줄 알았지만..괜히 사람들이 좋아했던 게 아니었다
어바웃타임,나도 시간여행 가능한 장롱 하나 있었으면 좋겠다...ㅋ
어바웃타임,현재에 집중하면 감사할만한 것들만 가득
어바웃타임,인생에 대해 너무 복잡하게 생각하지 않아도 되...
어바웃타임,뻔한것 같으면서도 뻔하지 않은 느낌. 재미도 있고 감동도 있는 영화.
어바웃타임,오래전에 본 영화인데 또봐도 재미있었어요 여주인공이 사랑스러워요
어바웃타임,최고 ㅠㅠ잔잔항감동이 있는영화
어바웃타임,"시간을 되돌릴수는 없지만, 그 안에서 많은 것들을 느낄수 있게 해주는 수작입니다"
어바웃타임,잔잔한게 좋아요나도 되돌릴수있다면...
어바웃타임,포스터 속 여주인공의 표정 같은 영화
어바웃타임,인생 로맨틱 코미디 영화로 등극한 작품
어바웃타임,"나비효과를 생각하게 만드는 영화였어요,사랑에 대해 다시한번 생각하게 만드는 작품이었습니다."
어바웃타임,언제 봐도 좋습니다 유한한 시간에 대한 가치를 일깨워 주는 영화입니다
어바웃타임,엄청나게 재미있진 않지만 소소하게 훈훈합니다
어바웃타임,내 인생 최고의 영화 중 하나 입니다.
어바웃타임,신선하면서도 애뜻함이있는 영화였어요^^
어바웃타임,조금은 황당한 소재의 영화였지만 아버지와 아들 남자와 여자의 관계와 사랑을 잘 묘사한 영화..
어바웃타임,재개봉으로 오랜만에 다시봤는데 감동적이에요!
어바웃타임,"많은 생각을 하게 하는 영화. 음악도 좋고, 한 번 더 보고싶은 영화"
어바웃타임,혼자가서 봤는데 잘했다는 생각이..무언가 생각하도록 만드는 영화입니다.되돌릴수없는 인생을 어떻게 살아내야할것인가...집에오면서도 영화에 푹빠져있었습니다..계속 기억에 남을 영화^^강추입니다. 꼭 보세요.
어바웃타임,결국 시간을 돌리는 것 보다 현재의 삶을 충실하게 사는것이 최종이라는 메시지. 현대 사회를 살아가는 우리에게 후회를 하는 것에 대한 짐을 덜어주는 것은 아닐까.
어바웃타임,보고 나서 기분좋아지고 마음이 따뜻해지는 영화
어바웃타임,정말 여러번 봤지만 그때마다 감동이에요
어바웃타임,주어진 시간.. 일상의 소중함을 다시 생각합니다..그럼에도 되돌리고 싶은 과거 몇장면은 자꾸 떠오르네요..
어바웃타임,현재를 다시 생각하게 되는 영화.
어바웃타임,오랜만에 봐도 여전히 감동적입니다
어바웃타임,보길잘한영화입니다후회하지않아요
어바웃타임,또다시 개봉해도 다시 볼 영화
어바웃타임,보는내내 마음이 따뜻해지는 영화!!
어바웃타임,영화와 뮤지컬같은 구성이 정말 완벽한 영화입니다 원스에 비해서 구성도도 좋구요
어바웃타임,"시간을 되돌릴 수 있다는 건,현실속에선 있을수 없는 상황이지만 가족간의 사랑과 진실된 연인의 사랑만큼은 층분히 현실감 있게 느낄수 있고 꼬, 그렇게 사랑할 수 있다고 믿는다. 지금 우리들의 현실속 사랑은 너무도 물질 만능주의적에 빠져 사랑을..."
어바웃타임,영화가끝난후 하루하루가 새롭게느껴지고 무언가희망이오는기분이엿어요!
어바웃타임,돌아갈 집이 있는 것에 감사하는 것처럼 이 영화도 그런 존재이다.
어바웃타임,일상의 가치를 아름답게 느낄수 있는 영화였습니다.
어바웃타임,시간이 주어졌을 때 열심히 살자
극한직업,출연진의 연기력도 좋았고생각보다 웃고 즐기기 좋았어요
극한직업,1000만 돌파라고해서 뭔가 했는데~~ 솔직히 이해가 잘 안되네요 이렇게까지 될 영화인지는... 그래도 웃긴 많이 웃었어요. 딱 거기까지..1000만의 영화로 기억 되지는 않을꺼같아오 ㅠ
극한직업,제가 아는 남자들은 그저 그렇다고들 합니다
극한직업,생각보다 크게 웃기지는 않습니다
극한직업,수원왕갈비통닭. 먹어보고 싶어요....ㅋㅋ
극한직업,올해 가장 재미있었다 아직까진
극한직업,웃고 싶을때마다 보는데 매번 웃기는 최애 영화.
극한직업,"맘껏 웃었어요~~이하늬배우 넘 찰지게 욕 잘함, 진선규배우!!!! 연기갑!!!"
극한직업,자꾸 광고할떄 치킨치킨 거리길래 뭔말인가 했더만..ㅋㅋㅋ치킨먹고싶네
극한직업,재미있게 보았습니다 감사합니다
극한직업,너무 기대를 많이 해서 그런지 애기을 흐름도 자꾸 빗나가고 전 그렇게 잼있는지 몰랐습니다
극한직업,굿 꿀 잼 ㅋㅋㅋ 어케 이렇게웃긴지 ㅋ오랜만에 빵터졌네요
극한직업,한국영화 극한직업 코믹하고 재밌게 봤네요
극한직업,ㅠㅠ진짜웃곀ㅋㅋㅋ 또볼꺼야ㅠㅠㅠ
극한직업,기대하고 봤는데 재미없었어요 B급유머...
극한직업,소문난 잔치에 생각보다 먹을게 없더라. 웃기긴 한데 빵터지진 않았음.
극한직업,잔가지를 버리고 웃음하나에만 집중한 결과
극한직업,왜 천만까지 찍는지.. 그리고 미친듯이 광기있는 웃음으로 웃는 관객들 좀 자제하세요..
극한직업,돈이 아까운 영화라는 말 밖에
극한직업,완벽한타인처럼 웃다 나왓어요.연기력들이 워낙 뛰어나신분들이라 잘받습니다.뒷자리 아쩌씨의 웃음소리에 더 웃겻던.ㅋㅋㅋ수원왕갈비치킨 짱
극한직업,지금까지 이런영화는 없었다 ㅎㅎ
극한직업,갠적으로 너무 재미가 없어서 나도 졸고..ㅇ 옆사람도 졸고.. 가족들도..재미없다고.... 호불호가 갈리나봐여
극한직업,진짜 시간아깝고 돈아깝고 억지웃음.. 갠적으론 천만넘은게 참 이해안가네요
극한직업,여기다 평점 낮게준 사람들 대부분 조선족임
극한직업,좋아요 아주 즐겁게 분 영화에요
극한직업,재밌긴한데 이정도로 성공하는건 잘 모르겠네요
극한직업,어떻게 천만을 넘었는지모르겠네
극한직업,평타 이상의 국내코미디 영화 ㅋㅋ 추천
극한직업,"정말 오랜만에 코믹,감동,액션, 스토리 모두를 갖춘 영화를 본것같습니다. 기대 1도 안하고 봐서 그런지 더 재밌엇던?ㅋ 암튼 류승룡, 진선규, 이동휘의 연기력 굳!! 악역으로 나온 신하균이 재미를 더해줍니다. 주변 지인들에게 추천!!"
극한직업,약간 억지 코드가 있긴 했지만.. 그냥 웃을 수 있는 영화였음 ㅎㅎ
극한직업,웃다가 울다 한 영화라고 생각이 듬
극한직업,예상 그대로의 웃음 그래도 재미있는 영화
극한직업,진짜 웃겨욬ㅋㅋ기대 하나도 안하고 봤는데 존잼ㅠㅠㅠ
극한직업,배꼽빠지게 웃으면 본것같아요.재밌습니다
극한직업,생각보다 너무 재미있었습니다 진선규님 코믹연기도 너무 잘하셔서 놀랐네요
극한직업,너무보는내내 기분이좋구 행복해지는 영화에요!
극한직업,코미디같지만 영화적인 요소를 놓지지 않은준족이죠
극한직업,가볍게 볼 수 있는 영화였다.
극한직업,다섯번은넘게본듯배우들너무찰지게웃겨요
극한직업,이 영화는 웃음코드가 맞냐 안맞냐로 평가가 많이 갈리는 것 같네요. 저에겐 유머코드가 안맞았어요. 유머코드 안맞으면 연출의 단점이 더 크게 다가와요. 설정의 억지 같은거요.
극한직업,우울한 기분을 한방에 날려 줄 재밌고 통쾌한 영화~~~오랜만에 넘 재밌는 한국 영화를 봐서 기분이 좋았다~~
극한직업,뽕에 취한 막내형사 싸울 때가 젤루 웃겼어욬ㅋㅋㅋㅋ
극한직업,기대안하고 봐섲그런가 생각보다 너무 재밌게 봤어요명절날 집에서 가족끼리 다시 볼라구요 ㅋ
극한직업,매우 재밌고 통쾌하게 봤습니다ㅎㅎ
극한직업,엄마랑 재밌게 봤어요 시간 후딱가요
극한직업,잼나게 보고 왔네요~유쾌하게~~~
극한직업,재밌었어요 수원왕갈비통닭 최고
극한직업,이상한네요... 오로지 요즘 최고 인기영화라는 것만 알고 기대하며 보고왔는데... 전 전혀 재미있지 않았어요. 제가 이상한건지...ㅋ
극한직업,배꼽빠지게 재밌게 보고 왔어요. 기회되면 볼 수 있기를..
극한직업,너무 재밋엇어요~ 다들 연기 너무 잘하고 ㅋㅋ 오랜만에 돈아깝지않은 영화봤네요
극한직업,진짜 웃기고 공명 너무 귀엽습니다
극한직업,진짜 제일 재밌어요 짱짱 계속 다시 보고싶을 정도
극한직업,오랜만에 즐겁게웃으면서 볼수있는영화였어요!한순간도지루하지않았네요!
극한직업,1000만 관객이라고 기대하고 갔습니다큰기대를 가진것 같네요웃음포인트는 군데군데 나왔습니다그냥 액션씬 큰웃음은 없었습니다 그냥 좀 초점이....어딘지 애매하게 느껴진것 같습니다 .이상 개인평입니다
극한직업,진짜 장르 애매하게 가다 어중이떠중이 되는 경찰물들 많은데 이건 정말 첨부터 끝까지 조오오오오온나 웃깁니다
극한직업,웃음은 있으나 개연성이 부족하고 억지스럽다.
극한직업,재밋게봤어요~이하늬의 연기를 새롭게 본것같습니다
극한직업,"킬링타임용으로 볼만한 코미디영화, 억지로 웃음을 쥐어 짜내기위한 설정들...이 너무 많습니다. 솔직히 천만까진 갈 수가 없는 내용인데.. 개봉 타이밍이 기가막혔던것 같습니다. 개인적으로는 탐정리턴즈보다 약간 아래. 150만 정도 적당한 영화인것 같아요"
극한직업,정말 재미있게보고 왔어요 ㅎㅎ 오랜만에 애들 없이 영화관에서.. ㅋㅋㅋ
극한직업,그래 한국영화는 이렇게 코미디면 코미디만 하자 억지 감동 짜내지말고
극한직업,긴장감 제로...웃음코드 제로
극한직업,하도재밌다해서 봤는데 솔직히 보는내내 지루했어요...
극한직업,모르겟다 어디서 웃는지 모르겟는데 사람들은 웃더라..내가 이상한것인가 님들이 이상한 것인가
극한직업,무거운 주제를 코미디로 풀어내어 잼나게봤어요
극한직업,한순간도 지루하지 않고 재밌었고 배우들 연기가 멋쪘음
극한직업,생각보다 유치하던데..ㅋㅋㅋ진선규를 위한 영화인듯 ㅋ
극한직업,증믈 재미있었습니다. 흥미진진 너무 재미있었어요
극한직업,처음부터 끝까지 진짜 재밌었다
극한직업,1200만명 영화라 너무 기대하고 봐서인지 많이 웃기지가 않았다.
극한직업,재미없다는 말 밖에는 딱히... 억지웃음을 웃던지..특별한 의미도 없고.. 우리나라사람들 시간때울게 참 없다는 생각이 들었음.
극한직업,류승룡님 좀비설에서 빵터지고연기도 누구하나 빠지는사람 없고공명님 마지막 부분에서 계속 빵빵터졌어요 ㅎㅎ처음부터 끝까지 쭉 웃을수있는 영화 잘 봤습니다^^
극한직업,웃으라고 멱살 잡은 것 같은 영화
극한직업,오랜만에 생각없이 웃고만 보는 영화였어요~
극한직업,와하하하하너무재밌게 잘봤어요. ^^모든 배우분들 정말 재밌었어요. 기분좋게 극장을 나왔습니다.
극한직업,별로....개콘보는 듯한 느낌? 억지웃음이였음 ㅠㅠ개그코드가 안 맞나?
극한직업,웃고 계속 웃다보니 영화 끝남
극한직업,믿고보는 류승룡 언발란스한 캐미?를 보여준 이하늬와 진선규 선비같은 생김과는 다른 맹한 캐릭을 보여준 연기변신의 귀재 공명!!이동휘는 음 투덜이 캐릭이 제일 잘어울리는 하지만 이번영화에서는 조금 약했어요
극한직업,진짜 꼭보셈 예고편 너무 재밌어서 저정도까진 아니겠지하고 기대안하고봤는디 기대이상..
극한직업,핵잼이었습니다!!’진짜 또봐도 되는 영화
극한직업,완전 내스타일.. 류승룡 영화 요즘 말아먹더니 이번엔 대박 웃기네 ㅋㅋ역시 갓승룡
극한직업,정말간만에 웃으면서 재밌게본 영화인거같습니다ㅋㅋ진선규씨랑 공명씨 코믹연기진짜잘어울리시네요ㅋ
극한직업,요새들어 제일빵빵터지게 잘봤습니당ㅋㅋ
극한직업,오세봉 너무 가엽게.나옴 ㅋㅋㅋㅋ2 찍어줘요
극한직업,첨부터 끝까지 계속 웃으면서 봤어요
극한직업,임신중에봤는데.ㅎ스트레스쫙풀고왔어요
극한직업,...음 감동없고 스토리없고 그냥 말로 웃기는 내용을 제작한 영화.평소에 개그?좋아하시는분들은 좋아할듯 부모님 데려갔다가 조금 분위기 다운됨 차라리 증인이 훨씬 나을듯
극한직업,각자 역할이 진짜인듯..영화프로그램에서 조금만 보여주었으면 좋겠어요그 다음 상황을 알고보니 재미가 좀 떨어졌어요..
극한직업,지금까지 이런치킨은 없었다.국민유행어~
극한직업,연기도 좋고 통쾌합니다 욕이 좀 많음
극한직업,진심 억지웃음 유발에 너무 재미없었다
극한직업,재밌었음 아무생각없이 재밌게보고옴
극한직업,ㅋㅋㅋㅋ웃긴장면 예고편에 다나온지 알았는데 더재미쓤ㅋㅋ스토리보다 대사하나하나가 웃겨서 재밌는영화
극한직업,솔직히 말해서 노잼.. 왜케 인기가 많은지 모르겠다.
극한직업,이런 영화가 천이백만 이라니...
극한직업,촬영당시 류승룡님을 봤는데 역시 최고 입니다.
극한직업,극한직업 하루종일 웃네요~~~
극한직업,웃음 포인트가 남녀노소 다 터질 수 있도록 고루고루 있는 것 같아서 가족들이랑 보기도 좋았구 친구랑 보기도 좋았어요 ㅋㅋㅋㅋ 그래서 두 번 봤음
극한직업,대박ㅡ영화ㅡ넘 넘 잼나고 강추
극한직업,승룡이형 믿고보는 영화하늬누나 짱 멋있게 나오고선균이형은 얼굴보고 웃게되고공명이형 강아지 연기?ㅋㅋㅋ 웃겼어요결론은 10점만점짜리 영화
극한직업,재미있게 봤어요. 그래도 두번 볼 영화는 아니에요 ^^
극한직업,유쾌하게 웃고 나온 영화입니다ㅡ마지막 싸움씬이 좀 길엇지만 만족합니다
극한직업,진짜 재밌었어요 웃기기도 하고 못생겼다고 한놈만 팬닼ㅋㅋㅋ
극한직업,뭐가 웃기다는 것인지 잘 모르겠음. 난 재미없던데...
극한직업,사람들이극찬하는만큼은 몰랃?ㄷ 확실히 재밌어요
극한직업,왜 천만인지 이건 배급사의 효과
극한직업,재밌다는데 자다가 못봤어여 ....
극한직업,이런 코미디는 그동안 없었다.
극한직업,ㅋㅋㅋㅋ 한국영화 중에 젤 잼있는
극한직업,배우 5분 모두 빠지는 분 없이 캐릭터 있고 연기도 진심 갑..시작하고 끝날때까지 웃은영화는 처음인듯
극한직업,재밌어요ㅋㅋ 형사캐릭터 전부 다 차별화되서 웃김진선규랑 공명ㅋㅋㅋ
극한직업,그렇게 재밌지는 않았습니다. 시간을 돌린다면 다시 보지 않을 영화... 진선규님은 신스틸러였네요 ㅎㅎ..
극한직업,개꿀잼이에요 ㅋㅋ 요즘에 본 영화중 제일 재밋었어요
극한직업,많은 생각하지않고 유쾌하게 웃을 수 있었어요
극한직업,타임킬링무비 그이상은 아닌듯하다
극한직업,난 별로 재미없게 봄 가볍게 보는 영화인듯
극한직업,그냥 그렇습니다 기대하면 실망합니다시간을 돌릴수있으면 안보고 집에서 쉬고싶네요
극한직업,배우들 연기가 좋아서 재밌게 봤어요 ~~
극한직업,너무 재미있게 잘 봤습니낭~~^^
극한직업,"진짜 한 장면, 한 장면 안 웃고 넘어간 구간이 없었네요~~ 제가 진정으로 좋아하는 말로 웃기는 코미디 ~ 바로 이 '극한직업'을 관람하면 느끼실 수 있을겁니다 ^^ 편안하게 즐겁게 웃다가 갑니다 ㅎㅎ"
극한직업,이게 왜 천만이죠....되게 웃기다햇는데....푸하하하를 기대했는데 피식...이 다였어요..코미디인데 관람객들이 다들 조용....배우들 연기야 훌륭했으나 이걸 21000원 주고 보다니 같이 간 엄마는 중간에 나가셨어요
극한직업,나는 웃을 준비가 안되어 있었던 걸까
극한직업,여지껏 없던 유쾌한 코믹 이야기
극한직업,관람객을 2시간동안 웃게해주는 영화. 더이상 뭐가필요하죠?
극한직업,봐줄건 얼굴밖에 없는데!!!! 빵터짐
극한직업,그냥 우리나라 관객들의 영화수준을 보여주는 영화인듯
극한직업,시나리오 진짜 기막히게 써서 2재밌게 나왔으면좋겠다 !다시봐도 재밌어!ㅋㅋㅋ
극한직업,줄거리 보고 기대했는데 기대만큼 재밌네요 특별한 내용이 있거나하진않지만 오랜만에 재밌는 영화본거같아서 돈이 아깝지 않네요
극한직업,호불호가 갈리는 영화일듯 남자친구랑 보러갔는데 남자친구는 잘 웃었지만 정작 본인은 실소정도... 다른 리뷰처럼 코드 안맞는사람은 별로 안웃김
극한직업,....짜잔하고싶은것같아요최대한많이
극한직업,웃기고 웃긴 영화다 코미디영화란 이런것
극한직업,영화 재밌게 잘 봤습니다.감사합니다.
극한직업,저런 허접한 영화에 관객 1200만명이리니!
